Filename,CPU Time
clang_generated_llm_optimized.asm,0.22408599999999998
clang_generated_O3_optimized.asm,0.22616699999999995
llm_generated.asm,0.0026769999999999294
clang_generated_unoptimized.asm,0.25439999999999996
