Filename,CPU Time,Normalized CPU Time,Compiler Errors,Linker Errors,Execution Errors,Correctness Errors
clang_generated_O1_optimized.asm,2.23562800000002,0.8173580755692204,0.0,0.0,0.0,0.0
clang_generated_O2_optimized.asm,2.241252999999972,0.8194146069666791,0.0,0.0,0.0,0.0
clang_generated_O3_optimized.asm,2.246091000000036,0.8211834067713226,0.0,0.0,0.0,0.0
clang_generated_llm_optimized_1.asm,2.2553689999999733,0.8245754953589949,0.0,0.0,0.0,0.0
clang_generated_unoptimized.asm,2.7351879999999937,1.0,0.0,0.0,0.0,0.0
