Filename,CPU Time
clang_generated_llm_optimized.asm,0.22047400000000295
clang_generated_O3_optimized.asm,0.2200690000000023
llm_generated.asm,0.002627000000000379
clang_generated_unoptimized.asm,0.25099300000000113
