Filename,CPU Time,Normalized CPU Time
clang_generated_unoptimized.asm,0.4438219999999973,1.0
clang_generated_O2_optimized.asm,0.2272129999999919,0.5119462306960747
clang_generated_llm_optimized.asm,0.23057400000000428,0.5195190864806289
clang_generated_O1_optimized.asm,0.22874399999999184,0.5153958118344589
clang_generated_O3_optimized.asm,0.2304460000000006,0.5192306825709452
llm_generated.asm,0.23082800000000248,0.5200913879888872
