Filename,CPU Time,Normalized CPU Time,Compiler Errors,Linker Errors,Execution Errors,Correctness Errors
clang_generated_O2_optimized.asm,2.1897560000000005,0.8723366367635657,0,0,0,0
clang_generated_O1_optimized.asm,2.1979999999999995,0.8756208123673672,0,0,0,0
clang_generated_O3_optimized.asm,2.186014,0.8708459301758137,0,0,0,0
clang_generated_unoptimized.asm,2.5102189999999993,1.0,0,0,0,0
