Filename,CPU Time,Normalized CPU Time
clang_generated_unoptimized.asm,0.5297379999999805,1.0
clang_generated_O2_optimized.asm,0.2203540000000146,0.4159678935625209
clang_generated_llm_optimized.asm,0.22546399999998812,0.42561417153384584
clang_generated_O1_optimized.asm,0.22262499999999363,0.4202549184691335
clang_generated_O3_optimized.asm,0.22266400000000885,0.42032853976874807
llm_generated.asm,0.3790779999999927,0.7155952565230485
