Filename,CPU Time
clang_generated_llm_optimized.asm,0.2204499999999996
clang_generated_O3_optimized.asm,0.22073800000000077
llm_generated.asm,0.21956800000000065
clang_generated_unoptimized.asm,0.25033999999999956
