Filename,CPU Time,Normalized CPU Time
clang_generated_unoptimized.asm,0.30146799999999985,1.0
clang_generated_O2_optimized.asm,0.22534100000000024,0.7474790027465613
clang_generated_llm_optimized.asm,0.225482999999997,0.7479500311807459
clang_generated_O1_optimized.asm,0.22389900000000296,0.7426957421683332
clang_generated_O3_optimized.asm,0.2286670000000015,0.7585116828320141
llm_generated.asm,0.0024919999999895026,0.00826621730992843
