Filename,CPU Time
clang_generated_llm_optimized.asm,0.22513100000000008
clang_generated_O3_optimized.asm,0.22477199999999997
llm_generated.asm,0.0027520000000000877
clang_generated_unoptimized.asm,0.2532559999999999
