Filename,CPU Time,Normalized CPU Time
clang_generated_unoptimized.asm,0.7198219999999935,1.0
clang_generated_O2_optimized.asm,0.22386399999999895,0.3109991081128404
clang_generated_llm_optimized.asm,0.2230999999999952,0.3099377346066072
clang_generated_O1_optimized.asm,0.24243700000000246,0.33680132032642046
clang_generated_O3_optimized.asm,0.2242299999999986,0.31150756714854594
llm_generated.asm,0.4608270000000019,0.6401957706210786
