Filename,CPU Time
clang_generated_llm_optimized.asm,0.5018419999999999
clang_generated_O3_optimized.asm,0.21931900000000226
llm_generated.asm,0.28129700000000213
clang_generated_unoptimized.asm,0.6223780000000012
