Filename,CPU Time,Normalized CPU Time
clang_generated_unoptimized.asm,0.2640160000000016,1.0
clang_generated_O2_optimized.asm,0.2340889999999991,0.8866470213926342
clang_generated_llm_optimized.asm,0.22719199999999873,0.8605236046300124
clang_generated_O1_optimized.asm,0.22610300000000016,0.8563988546148673
clang_generated_O3_optimized.asm,0.2226890000000008,0.8434678201321112
llm_generated.asm,0.22996900000000053,0.8710419065511149
