Filename,CPU Time,Normalized CPU Time
clang_generated_unoptimized.asm,0.2520979999999966,1.0
clang_generated_O2_optimized.asm,0.2224339999999998,0.8823314742679546
clang_generated_llm_optimized.asm,0.0022579999999976508,0.008956834246989984
clang_generated_O1_optimized.asm,0.2230299999999943,0.8846956342374683
clang_generated_O3_optimized.asm,0.2254609999999957,0.8943387095494559
llm_generated.asm,0.22540599999999955,0.8941205404247657
