Filename,CPU Time
clang_generated_llm_optimized.asm,0.21987799999999957
clang_generated_O3_optimized.asm,0.2207069999999991
llm_generated.asm,0.21966399999999986
clang_generated_unoptimized.asm,0.2506719999999998
